X,Y,OBJECTID,FEATURE_ID,ESITE,CODE,NAME,ABB_NAME,ADDRESS,ZIPCODE,LONG_CEN,LAT_CEN,SCH_CLASS,DISTRICT,PIN,MAJOR,MINOR,FEATUREDES,OSPI_CODE
-122.287817654733,47.763060257767,401,1230,537576,660,Lake Forest Park Elementary School,Lake Forest Park,18500 37th Ave NE,98155,-122.28781872,47.76305846,10,SHORELINE,0326049018,032604,9018,School-Elementary,2185
-122.041786879529,47.7195143913004,402,806,164591,660,Laura Ingalls Wilder Elementary School,Laura Ingalls Wilder,22130 NE 133rd St,98077,-122.04178795,47.71951213,10,LAKE WASHINGTON,2126069015,212606,9015,School-Elementary,4336
-122.320346917787,47.6393171991224,403,826,429525,660,Bertschi School,Bertschi,2227 10th Ave E,98102,-122.32034852,47.63931538,20,SEATTLE,2207500320,220750,0320,School-Elementary,0
-122.006512630395,47.1912037621563,404,297,893822,662,Enumclaw High School,Enumclaw High,226 Semanski St S,98022,-122.00651466,47.19120223,10,ENUMCLAW,2620069016,262006,9016,School-High,3330
-122.317506999722,47.6410241326585,405,834,759081,662,Seattle Preparatory School,Seattle Prep ,2400 11th Ave E,98102,-122.31750859,47.64102231,20,SEATTLE,2025049007,202504,9007,School-High,0
-122.003973747321,47.5773926506911,406,341,875876,660,Challenger Elementary School,Challenger,25200 SE Klahanie blvd,98029,-122.00397549,47.57739018,10,ISSAQUAH,1124069091,112406,9091,School-Elementary,4300
-122.21137503331,47.3681488460702,407,397,668321,660,Scenic Hill Elementary School,Scenic Hill,26025 Woodland Way S,98030,-122.21137798,47.36814681,10,KENT,3022059030,302205,9030,School-Elementary,3389
-122.040181249946,47.3235106364277,408,6600467,806270,660,Sawyer Woods Elementary School,Sawyer Woods,31135 228th Ave SE,98010,-122.04018443,47.32350821,10,KENT,0921069018,092106,9018,School-Elementary,4466
-122.011852598767,47.1873809567663,409,310,208,660,Southwood Elementary School,Southwood,3240 McDougall Ave,98022,-122.01185457,47.18737949,10,ENUMCLAW,2620069019,262006,9019,School-Elementary,3739
-121.901417134106,47.5180067109164,410,6600549,2356,665,Echo Glen Childrens Center,Echo Glen,33010 SE 99th St,98065,-121.90141899,47.51800409,10,ISSAQUAH,3424079001,342407,9001,School-Other Facility,3569
-122.362653222907,47.6496289124442,411,1056,757267,663,Seattle Pacific University,Seattle Pacific U,3307 3rd Ave W,98119,-122.36265478,47.64962717,20,SEATTLE,8900000555,890000,0555,School-College or University,0
-121.881501805094,47.5251123898422,412,6600712,1141646,660,Timber Ridge Elementary School,Timber Ridge,34412 SE Swenson Dr,98065,-121.8815036,47.52510975,10,SNOQUALMIE VALLEY,3524079024,352407,9024,School-Elementary,
-122.329036296626,47.2739330062423,413,101,2397,660,Montessori Academy at Spring Valley,Spring Valley Montessori,36605 Pacific Hwy S,98003,-122.32903977,47.27393123,20,FEDERAL WAY,2921049074,292104,9074,School-Elementary,0
-122.349881616183,47.6228703386624,414,6600224,441135,665,Stadium/Athletic Office,Stadium/Athletic Office,401 5th Ave N,98109,-122.34988329,47.62286856,10,SEATTLE,1988200640,198820,0640,School-Other Facility,0
-122.223116108416,47.5715995902992,415,6600343,189376,664,Crest Learning Center,Crest Learning Center,4150 86th Ave SE,98040,-122.223118,47.57159759,10,MERCER ISLAND,1824059005,182405,9005,School-Alternative,0
-122.10163220968,47.5687943141148,416,231,2409,660,Sunset Elementary School,Sunset,4229 W Lake Sammamish Pkwy SE,98008,-122.10163404,47.56879205,10,ISSAQUAH,1324059064,132405,9064,School-Elementary,3228
-122.277396009508,47.4355354977671,417,1339,397165,664,Academy of Citizenship & Empowerment (ACE),ACE,4424 S 188th St,98188,-122.27739859,47.43553359,10,HIGHLINE,3423049044,342304,9044,School-Alternative,0
-122.180347255073,47.5558054046427,418,181,12178,660,Newport Heights Elementary School,Newport Heights,5225 119th Ave SE,98006,-122.18034919,47.55580331,10,BELLEVUE,6071201005,607120,1005,School-Elementary,3437
-122.195506459197,47.6570428574594,419,470,539270,660,Kirkland Seventh-day Adventist School K-8,Kirkland Seventh-day Adventist,5320 108th Ave NE,98033,-122.19550794,47.65704082,20,LAKE WASHINGTON,1725059198,172505,9198,School-Elementary,0
-122.364217730897,47.6601784104313,420,6600665,1012520,660,Pacific Crest School,Pacific Crest,600 NW Bright St,98107,-122.36421924,47.66017668,20,SEATTLE,4413100071,441310,0071,School-Elementary,0
-122.256303625744,47.391593585206,421,429,615051,660,Neely-O Brien Elementary School,Neely-O Brien,6300 S 236th St,98032,-122.25630645,47.39159165,10,KENT,1422049030,142204,9030,School-Elementary,4356
-122.059925010245,47.6699979516733,422,649,12139,660,Emily Dickinson Elementary School,Emily Dickinson,7040 208th Ave NE,98053,-122.05992634,47.66999568,10,LAKE WASHINGTON,0825069008,082506,9008,School-Elementary,4018
-122.31711116953,47.6106561768968,423,1079,448115,663,Seattle University,Seattle U,901 12th Ave,98122,-122.3171129,47.61065434,20,SEATTLE,2254500555,225450,0555,School-College or University,0
-122.215428911982,47.2779973889233,424,45,788781,660,Gildo Rey Elementary School,Gildo Rey,1005 37th St SE,98002,-122.21543237,47.27799537,10,AUBURN,3021059195,302105,9195,School-Elementary,3669
-122.191937617003,47.7013975054005,425,449,32812,660,Alexander Graham Bell Elementary School,Alexander Graham Bell,11212  NE 112th St,98033,-122.1919389,47.70139547,10,LAKE WASHINGTON,3226059008,322605,9008,School-Elementary,0
-122.183134231101,47.4098231320607,426,6600545,627566,660,Emerald Park Elementary School,Emerald Park,11800 SE 216th St,98031,-122.18313694,47.40982103,10,KENT,0922059182,092205,9182,School-Elementary,4545
-122.183628345084,47.3290929089296,427,49,19,660,Hazelwood Elementary School-Auburn,Hazelwood,11815 SE 304th St,98092,-122.18363151,47.32909081,10,AUBURN,0921059123,092105,9123,School-Elementary,4347
-122.180862579421,47.6734272041786,428,6600030,8631,664,Northstar Middle School,Northstar,12033 NE 80th St,98033,-122.18086398,47.67342514,10,LAKE WASHINGTON,0925059012,092505,9012,School-Alternative,4167
-122.179811043803,47.7431524281314,429,260,109,661,Northshore Jr High School,Northshore,12101 NE 160th St,98011,-122.17981212,47.74315039,10,NORTHSHORE,1626059131,162605,9131,School-Junior High/Middle,4021
-122.317060789243,47.3276142187066,430,6600285,2366,665,Federal Way Memorial Field,Federal Way Memorial Field,1300 S 308th St,98003,-122.31706397,47.3276124,10,FEDERAL WAY,0821049001,082104,9001,School-Other Facility,0
-122.315607547085,47.6011445872092,431,1175,442502,660,Bailey Gatzert Elementary School,Bailey Gatzert,1301 E Yesler Way,98122,-122.31560932,47.60114275,10,SEATTLE,3319500005,331950,0005,School-Elementary,2307
-122.132854382443,47.6084978991887,432,208,118747,660,St. Louise School,St. Louise,133 156th Ave SE,98007,-122.13285605,47.60849572,20,BELLEVUE,3525059044,352505,9044,School-Elementary,0
-122.145325020608,47.6346714280138,433,2077,115528,663,Bellevue College-North Campus,Bellevue College-North Campus,14673 NE 29th Pl,98007,-122.14532657,47.63466929,10,BELLEVUE,4306700020,430670,0020,School-College or University,0
-122.141142857314,47.5920859732784,434,6600414,90,661,Robinswood Middle School,Robinswood,14844 SE 22nd St,98007,-122.14114461,47.5920838,10,BELLEVUE,0224059054,022405,9054,School-Junior High/Middle,0
-122.140783493364,47.6258673904752,435,196,69,661,Highland Middle School,Highland,15027 Bel Red Rd,98007,-122.14078508,47.62586524,10,BELLEVUE,2625059039,262505,9039,School-Junior High/Middle,3166
-122.307927399804,47.6344225017247,436,947,422778,660,Seattle Hebrew Academy,Seattle Hebrew,1617 Interlaken Dr E,98112,-122.30792902,47.63442066,20,SEATTLE,2125049015,212504,9015,School-Elementary,0
-122.004748377516,47.5468052762374,437,6600675,905987,660,Grand Ridge Elementary School,Grand Ridge,1739 NE Park Dr,98029,-122.00475027,47.54680278,10,ISSAQUAH,3629780160,362978,0160,School-Elementary,5056
-122.224470596822,47.7703264214869,438,265,111,660,Westhill Elementary School,Westhill,19515 88th Ave NE,98011,-122.2244716,47.77032453,10,NORTHSHORE,0626059012,062605,9012,School-Elementary,3287
-122.341310409449,47.4251257755842,439,1252,614898,660,Marvista Elementary School,Marvista,19800 Marine View Dr SW,98166,-122.34131305,47.42512396,10,HIGHLINE,6113400095,611340,0095,School-Elementary,3097
-122.229701578555,47.350296519775,440,380,672022,660,Kent View Christian Elementary School,Kent View Christian,20 49th St NE,98002,-122.22970463,47.35029453,20,AUBURN,9360000135,936000,0135,School-Elementary,0
-122.315104496393,47.5854696489992,441,1168,473848,660,Beacon Hill International Elementary School,Beacon Hill,2025 14th Ave S,98144,-122.31510634,47.5854678,10,SEATTLE,1498300850,149830,0850,School-Elementary,2070
-122.304011579275,47.3983850399731,442,1365,382195,661,Pacific Middle School,Pacific,22705 24th Ave S,98198,-122.30401437,47.39838318,10,HIGHLINE,1622049239,162204,9239,School-Junior High/Middle,3333
-122.210990792269,47.4584752563894,443,689,608756,660,Talbot Hill Elementary School,Talbot Hill,2300 Talbot Rd S,98055,-122.21099323,47.45847322,10,RENTON,3023059073,302305,9073,School-Elementary,3740
-122.214267777292,47.2883567899443,444,62,51,660,Pioneer Elementary School,Pioneer,2301 M St SE,98002,-122.21427117,47.28835477,10,AUBURN,1921059054,192105,9054,School-Elementary,3227
-122.033725010799,47.4073279789884,445,6600044,620395,665,Maintenance,Maint,23015 SE 216th Way,98038,-122.03372769,47.40732552,10,TAHOMA,1022069035,102206,9035,School-Other Facility,0
-122.004983518803,47.3098398082435,446,239,638133,660,Black Diamond Elementary School,Black Diamond,25314 Baker St,98010,-122.00498677,47.30983731,10,ENUMCLAW,0844000325,084400,0325,School-Elementary,3430
-122.400396603764,47.6427788670055,447,1371,758840,660,Catharine Blaine K-8 School,Catharine Blaine,2550 34th Ave W,98199,-122.40039819,47.64277719,10,SEATTLE,2225039016,222503,9016,School-Elementary,2838
-122.184975430912,47.3520429731975,448,393,8610,660,Pine Tree Elementary School,Pine Tree,27825 118th Ave SE,98030,-122.18497846,47.35204088,10,KENT,3322059125,332205,9125,School-Elementary,3593
-122.281789645454,47.3512269943644,449,16,28,660,Valhalla Elementary School,Valhalla,27847 42nd Ave S,98001,-122.28179269,47.35122511,10,FEDERAL WAY,7967600210,796760,0210,School-Elementary,3582
-121.949102353938,47.7349025518832,450,6600626,125984,664,Eagle Rock Multi-Age Program,Eagle Rock,29300 NE 150th St,98019,-121.94910329,47.7349002,10,RIVERVIEW,1826079013,182607,9013,School-Alternative,3006
-122.227472866188,47.2639727081678,451,51,12131,660,Ilalko Elementary School,Ilalko,301 Oravetz Pl SE,98092,-122.2274764,47.26397071,10,AUBURN,3121059007,312105,9007,School-Elementary,4417
-122.274837832545,47.5249617877533,452,1024,515735,660,Dunlap Elementary School,Dunlap,4525 S Cloverdale St,98118,-122.27483994,47.52495988,10,SEATTLE,2123700235,212370,0235,School-Elementary,2321
-122.316409250996,47.5558691988371,453,919,477595,660,St George Parish School,St. George,5117 13th Ave S,98108,-122.31641122,47.55586735,20,SEATTLE,5141000220,514100,0220,School-Elementary,0
-122.28910446118,47.6805106060322,454,959,749449,660,Concordia Lutheran School,Concordia Lutheran,7040 36th Ave NE,98115,-122.28910588,47.68050874,20,SEATTLE,7974200450,797420,0450,School-Elementary,0
-122.332619070787,47.6993898727416,455,1147,251998,663,North Seattle College,North Seattle College,9600 College Way N,98103,-122.33262041,47.69938809,10,SEATTLE,3226049021,322604,9021,School-College or University,0
-122.346443309763,47.5022891105926,456,1193,744863,661,Cascade Middle School-Highline,Cascade,11212 10th Ave SW,98146,-122.34644552,47.50228728,10,HIGHLINE,0723049367,072304,9367,School-Junior High/Middle,3163
-122.263171694029,47.4988631343313,457,1310,501718,660,Rainier View Elementary School-Seattle,Rainier View,11650 Beacon Ave S,98178,-122.26317392,47.49886121,10,SEATTLE,3352401300,335240,1300,School-Elementary,3380
-122.314619799702,47.7490440082951,458,6600104,16165,665,Transportation-Shoreline,Transportation,1216 NE 165th St,98155,-122.31462091,47.74904221,10,SHORELINE,0826049046,082604,9046,School-Other Facility,0
-122.101860630591,47.5698556096771,459,6600716,235569,664,French Immersion School of Washington,FISW,4211 W Lake Sammamish Pkwy SE,98008,-122.10186246,47.56985335,20,ISSAQUAH,1324059109,132405,9109,School-Alternative,
-122.375613353468,47.6714296595068,460,902,751094,660,St. Alphonsus School,St. Alphonsus,5816 15th Ave NW,98107,-122.37561481,47.67142795,20,SEATTLE,2767900390,276790,0390,School-Elementary,0
-122.1893914912,47.7466464214356,461,247,174576,666,Cedar Park Christian School,Cedar Park Christian,16300 112th Ave NE,98011,-122.18939256,47.74664439,20,NORTHSHORE,1726059028,172605,9028,School-K-12,0
-122.287113508854,47.5581809019409,462,6600131,478363,664,Interagency Academy,Interagency Academy,3528 S Ferdinand St,98118,-122.28711547,47.55817901,10,SEATTLE,1703400755,170340,0755,School-Alternative,0
-122.286779700529,47.6181071481748,463,1063,924116,660,Epiphany School,Epiphany,3611 E Denny Way,98122,-122.2867814,47.61810527,20,SEATTLE,9103000660,910300,0660,School-Elementary,0
-122.33989443123,47.6599214367307,464,6600701,746393,664,Cascadia Elementary School,Cascadia,4400 Interlake Ave N,98103,-122.33989594,47.65991966,10,SEATTLE,7821200700,782120,0700,School-Alternative,
-122.396888024345,47.5654929049953,465,991,466141,660,Genesee Hill Elementary School,Genesee Hill,5012 SW Genesee St,98116,-122.39688995,47.56549117,10,SEATTLE,2095200005,209520,0005,School-Elementary,3429
-122.321261032524,47.6982088388417,466,970,252771,660,Olympic View Elementary School-Seattle,Olympic View,504 NE 95th St,98115,-122.32126237,47.69820704,10,SEATTLE,5100404840,510040,4840,School-Elementary,2256
-122.275954395999,47.5547806161887,467,6600394,491289,664,Orca K-8 School,Orca,5215 46th Ave S,98118,-122.27595637,47.55477871,10,SEATTLE,1704900242,170490,0242,School-Alternative,0
-122.042401693435,47.5368666390398,468,6600362,2416,665,Administrative Building-Issaquah,Admin,565 NW Holly St,98027,-122.04240365,47.53686422,10,ISSAQUAH,2824069012,282406,9012,School-Other Facility,0
-122.276909722557,47.5417451060125,469,6600225,833906,660,Martin Luther King Jr. Elementary School,MLK Jr.,6725 45th Ave S,98118,-122.27691176,47.5417432,10,SEATTLE,3812400550,381240,0550,School-Elementary,0
-122.239960730157,47.4998138577434,470,1308,12267,660,Lakeridge Elementary School-Renton,Lakeridge,7400 S 115th St,98178,-122.23996295,47.49981189,10,RENTON,1223049096,122304,9096,School-Elementary,2929
-122.01475094587,47.1855328690913,471,6600147,340,660,Sunrise Elementary School-Enumclaw,Sunrise,899 Osceola St S,98022,-122.0147529,47.18553143,10,ENUMCLAW,2620069019,262006,9019,School-Elementary,4289
-122.301891418731,47.5206932074389,472,2361,734353,662,Raisbeck Aviation High School,Raisbeck Aviation,9229 E Marginal Way S,98108,-122.30189355,47.52069133,10,SEATTLE,5729800010,572980,0010,School-High,0
-122.169228417079,47.6868761243517,473,478,30825,660,Mark Twain Elementary School-Lake Washington,Mark Twain,9525 130th Ave NE,98033,-122.16922975,47.68687405,10,LAKE WASHINGTON,3888100027,388810,0027,School-Elementary,0
-122.298834665126,47.3563545099858,474,89,2362,660,Mark Twain Elementary School-Federal Way,Mark Twain,2450 S Star Lake Rd,98003,-122.29883768,47.35635265,10,FEDERAL WAY,7204800010,720480,0010,School-Elementary,3627
-122.36686071277,47.3093630744689,475,326,2384,660,Olympic View Elementary School-Federal Way,Olympic View,2626 SW 327th St,98023,-122.36686399,47.30936136,10,FEDERAL WAY,1321039008,132103,9008,School-Elementary,3432
-122.322248930619,47.3419908752307,476,92,2363,660,Nautilus K-8 School,Nautilus K-8,1000 S 289th St,98003,-122.32225203,47.34198906,10,FEDERAL WAY,0521049005,052104,9005,School-Elementary,3625
-122.19849467709,47.5895531030174,477,127,108249,660,Enatai Elementary School,Enatai,10615 SE 23rd St,98004,-122.19849647,47.58955105,10,BELLEVUE,3860400035,386040,0035,School-Elementary,2846
-122.312716733245,47.6770093172097,478,975,338736,662,Roosevelt High School,Roosevelt,1410 NE 66th St,98115,-122.31271817,47.67700749,10,SEATTLE,8826900005,882690,0005,School-High,2285
-122.356661205958,47.3290404279177,479,313,868283,660,Adelaide Elementary School,Adelaide,1635 SW 304th St,98023,-122.35666438,47.32903868,10,FEDERAL WAY,1221039084,122103,9084,School-Elementary,3519
-122.339148041117,47.7700666149435,480,1133,16147,660,Echo Lake Elementary School,Echo Lake,19345 Wallingford Ave N,98133,-122.33914909,47.77006496,10,SHORELINE,8649100005,864910,0005,School-Elementary,3104
-121.908758336696,47.6517791042624,481,6600209,160,665,Administration Center-Riverview,Admin,32240 NE 50th St,98014,-121.90875962,47.65177663,10,RIVERVIEW,1625079060,162507,9060,School-Other Facility,0
-122.324053720561,47.6575277095042,482,6600607,834753,664,John Stanford International Elementary School at Latona,John Stanford Intl,4057 5th Ave NE,98105,-122.32405524,47.6575259,10,SEATTLE,4206901020,420690,1020,School-Alternative,2081
-122.201840932608,47.4889719856198,483,6600372,12188,665,Transportation/Maintenance,Transportation/Maintenance,420 Park Ave N,98057,-122.2018432,47.48896992,10,RENTON,7564600105,756460,0105,School-Other Facility,0
-122.359465725052,47.516976641253,484,885,508163,660,Holy Family Bilingual Catholic School,Holy Family,9615 20th Ave SW,98106,-122.35946787,47.51697483,20,SEATTLE,3004800005,300480,0005,School-Elementary,0
-122.147101311319,47.4824074793283,485,752,578016,660,Maplewood Heights Elementary School,Maplewood Heights,130 Jericho Ave SE,98059,-122.14710359,47.48240528,10,RENTON,0847100090,084710,0090,School-Elementary,3586
-122.057980453387,47.228949044897,486,311,391899,660,Westwood Elementary School,Westwood,21200 SE 416th St,98022,-122.05798364,47.22894698,10,ENUMCLAW,0920069070,092006,9070,School-Elementary,3585
-122.027295671515,47.6208109276987,487,661,12224,660,Samantha Smith Elementary School,Samantha Smith,23305 NE 14th St,98074,-122.02729721,47.62080855,10,LAKE WASHINGTON,2725069032,272506,9032,School-Elementary,0
-122.217165131776,47.3119868149215,488,6600632,713339,665,Auburn Administrative Center,Admin Center,915 4th St NE,98002,-122.21716839,47.3119848,10,AUBURN,2648000090,264800,0090,School-Other Facility,0
-122.295690307203,47.5375332568741,489,921,765816,660,Van Asselt Elementary School,Van Asselt,7201 Beacon Ave S,98108,-122.29569236,47.53753137,10,SEATTLE,5129000050,512900,0050,School-Elementary,2120
-122.365598538347,47.6405159394934,490,1042,835401,660,Frantz H. Coe Elementary School,Frantz Coe,2424 7th Ave W,98119,-122.36560014,47.6405142,10,SEATTLE,9270200005,927020,0005,School-Elementary,2090
-122.312256187655,47.3632296563892,491,448,387264,660,Woodmont K-8 School,Woodmont K-8,26454 16th Ave S,98198,-122.31225917,47.36322782,10,FEDERAL WAY,2822049137,282204,9137,School-Elementary,3328
-122.305300860537,47.6215993017475,492,941,447925,661,Edmonds S. Meany Middle School,Edmond S. Meany,301 21st Ave E,98112,-122.30530254,47.62159745,10,SEATTLE,2825049008,282504,9008,School-Junior High/Middle,0
-122.303012515219,47.5740471172439,493,1179,461331,660,Captain George W. Kimball Elementary School,Kimball ,3200 23rd Ave S,98144,-122.30301441,47.57404525,10,SEATTLE,1624049006,162404,9006,School-Elementary,3478
-122.060510279942,47.6681381694356,494,650,12140,661,Evergreen Middle School,Evergreen,6900 208th Ave NE,98053,-122.06051161,47.6681359,10,LAKE WASHINGTON,0825069008,082506,9008,School-Junior High/Middle,4148
-122.163377439843,47.7268664743701,495,506,21186,660,John Muir Elementary School,John Muir,14012 132nd Ave NE,98034,-122.16337858,47.7268644,10,LAKE WASHINGTON,2226059038,222605,9038,School-Elementary,0
-122.155785055743,47.3718358463658,496,576,8603,660,Meridian Elementary School,Meridian,25621 140th Ave SE,98042,-122.15578797,47.37183368,10,KENT,2722059062,272205,9062,School-Elementary,2565
-122.030803336467,47.613401320345,497,2179,12220,662,Eastlake High School,Eastlake,400 228th Ave NE,98074,-122.03080492,47.61339894,10,LAKE WASHINGTON,3425069021,342506,9021,School-High,4439
-122.170580339912,47.6040329301647,498,2156,83,664,International School,International,445 128th Ave SE,98005,-122.17058205,47.60403083,10,BELLEVUE,3325059117,332505,9117,School-Alternative,3522
-122.353645957772,47.6648004769479,499,6600706,310251,660,Northwest Montessori - Woodland Park,Northwest Montessori,4910 Phinney Ave N,98103,-122.35364745,47.66479873,20,SEATTLE,9521100045,952110,0045,School-Elementary,
-122.211391791425,47.4690679423237,500,2320,597634,663,City University-Renton,City University,555 S Renton Village Pl,98057,-122.21139417,47.46906591,10,RENTON,7231600542,723160,0542,School-College or University,0
-122.45435958934,47.4286305021766,501,770,21170,661,McMurray Middle School,McMurray,9329 SW Cemetery Rd,98070,-122.45436221,47.42862885,10,VASHON ISLAND,0522039067,052203,9067,School-Junior High/Middle,3667
-122.294871644553,47.6825892288347,502,962,12297,661,Nathan Eckstein Middle School,Nathan Eckstein,3003 NE 75th St,98115,-122.29487305,47.68258737,10,SEATTLE,0425049022,042504,9022,School-Junior High/Middle,2729
-122.215065498308,47.3292728277576,503,34,797548,661,Cascade Middle School-Auburn,Cascade,1015 24th St NE,98002,-122.21506866,47.3292708,10,AUBURN,5094400080,509440,0080,School-Junior High/Middle,2394
-122.211083485355,47.6281420310464,504,119,163,661,Chinook Middle School-Bellevue,Chinook,2001 98th Ave NE,98004,-122.21108511,47.62814001,10,BELLEVUE,8086000205,808600,0205,School-Junior High/Middle,3338
-122.114324386041,47.5470214036114,505,6600718,771055,660,Open Window School,Open Window,6128 168th Pl SE,98006,-122.11432633,47.54701915,20,ISSAQUAH,2424059043,242405,9043,School-Elementary,
-122.317110329805,47.6106553269254,506,10000018,448115,664,Middle College High School at Seattle University,Middle College at Seattle U,901 12th Ave,98122,-122.31711206,47.61065349,10,SEATTLE,2254500555,225450,0555,School-Alternative,0
-122.22863928557,47.5324620109145,507,544,9282,660,Lakeridge Elementary School-Mercer Island,Lakeridge,8215 SE 78th St,98040,-122.22864135,47.53246002,10,MERCER ISLAND,2524049015,252404,9015,School-Elementary,2981
-122.15115937123,47.747904158704,508,6600722,160193,666,Woodinville Montessori School - Woodinville Campus,Woodinville Montessori,13965 NE 166th St,98072,-122.1511604,47.74790208,20,NORTHSHORE,1026059032,102605,9032,School-K-12,
-122.359434620227,47.7456921531478,509,1291,16148,660,Highland Terrace Elementary School,Highland Terrace,100 N 160th St,98133,-122.35943575,47.74569045,10,SHORELINE,1326039052,132603,9052,School-Elementary,3231
-122.336288239665,47.6181561632553,510,2194,441546,663,Cornish College of the Arts,Cornish College,1000 Lenora St,98121,-122.33628994,47.61815436,10,SEATTLE,0660001420,066000,1420,School-College or University,0
-122.262764245669,47.510420160581,511,1312,509318,660,St. Paul School,St. Paul,10001 57th Ave S,98178,-122.26276642,47.51041823,20,SEATTLE,1686400005,168640,0005,School-Elementary,0
-122.369327781759,47.5132022774354,512,6600488,528088,661,Explorer West Middle School,Exlplorer West,10015 28th Ave SW,98146,-122.36932994,47.51320047,20,HIGHLINE,0123039045,012303,9045,School-Junior High/Middle,0
-122.344116267775,47.5133101104196,513,1206,781976,660,White Center Heights Elementary School,White Center Heights,10015 6th Ave SW,98146,-122.34411843,47.51330828,10,HIGHLINE,2895800020,289580,0020,School-Elementary,2639
-122.207626595743,47.3734040332022,514,379,8601,662,Kent-Meridian High School,Kent-Meridian,10020 SE 256th St,98030,-122.20762951,47.37340199,10,KENT,2022059066,202205,9066,School-High,2797
-122.119788064657,47.691700343217,515,633,12148,661,Redmond Middle School,Redmond Middle,10055 166th Ave NE,98052,-122.11978933,47.69169819,10,LAKE WASHINGTON,3626059032,362605,9032,School-Junior High/Middle,3232
-122.259757560822,47.5108720001593,516,6600652,525497,660,Amazing Grace Christian School,Amazing Grace,10056 Renton Ave S,98178,-122.25975973,47.51087007,20,SEATTLE,7131300400,713130,0400,School-Elementary,0
-122.358137259681,47.6311040226065,517,1057,417651,660,St. Anne School,St. Anne,101 W Lee St,98119,-122.3581389,47.63110226,20,SEATTLE,1731800825,173180,0825,School-Elementary,0
-122.204637520584,47.409630838603,518,389,630373,660,Panther Lake Elementary School-Kent,Panther Lake,10200 SE 216th St,98031,-122.20464023,47.40962879,10,KENT,0822059031,082205,9031,School-Elementary,5178
-122.348164654957,47.4891126792879,519,1204,12387,660,St. Bernadette School,St. Bernadette,1028 SW 128th St,98146,-122.34816694,47.48911085,20,HIGHLINE,3744600925,374460,0925,School-Elementary,0
-122.21735846591,47.320821642851,520,39,32,660,Dick Scobee Elementary School,Dick Scobee,1031 14th St NE,98002,-122.21736168,47.32081963,10,AUBURN,0001000047,000100,0047,School-Elementary,2932
-122.015397452276,47.6195696991716,521,6600673,1008614,660,Rachel Carson Elementary School,Rachel Carson,1035 244th Ave NE,98074,-122.01539899,47.6195673,10,LAKE WASHINGTON,2725069016,272506,9016,School-Elementary,5139
-122.197680167807,47.6044048956615,522,112,82,662,Bellevue High School,Bellevue,10416 SE Wolverine Way,98004,-122.19768189,47.60440285,10,BELLEVUE,0682000005,068200,0005,School-High,2701
-121.362419633073,47.7093399163517,523,6600330,21149,666,Skykomish K-12 School,Skykomish K-12,105 6th St N,98288,-121.36241865,47.70933842,10,SKYKOMISH,5060800005,506080,0005,School-K-12,0
-122.125430618526,47.6004966474937,524,226,84,660,Phantom Lake Elementary School,Phantom Lake,1050 160th Ave SE,98008,-122.12543232,47.60049445,10,BELLEVUE,0224059037,022405,9037,School-Elementary,3168
-122.318335416378,47.6244269810969,525,830,454290,660,Lowell Elementary School,Lowell,1058 E Mercer St,98102,-122.31833709,47.62442515,10,SEATTLE,6852700355,685270,0355,School-Elementary,3714
-122.198624272748,47.7154960371241,526,507,42811,662,Juanita High School,Juanita,10601 NE 132nd St,98034,-122.19862549,47.71549401,10,LAKE WASHINGTON,2926059049,292605,9049,School-High,3771
-122.198624344812,47.7154987781661,527,6600692,42811,664,Futures School,Futures,10601 NE 132nd St,98034,-122.19862557,47.71549676,10,LAKE WASHINGTON,2926059049,292605,9049,School-Alternative,
-122.350667512757,47.5061730321616,528,1199,12268,660,Mount View Elementary School,Mount View,10811 12th Ave SW,98146,-122.35066971,47.5061712,10,HIGHLINE,3451000245,345100,0245,School-Elementary,2144
-122.195554020695,47.6552956882592,529,2743,8640,664,Emerson K-12,Emerson K-12,10903 NE 53rd St,98033,-122.19555551,47.65529365,10,LAKE WASHINGTON,1725059195,172505,9195,School-Alternative,3855
-122.195554092514,47.6552984293104,530,6600694,8640,664,Emerson High School,Emerson,10903 NE 53rd St,98033,-122.19555559,47.65529639,10,LAKE WASHINGTON,1725059195,172505,9195,School-Alternative,
-122.193827532748,47.3663127762548,531,398,8605,664,Kent Phoenix Academy,Phoenix Academy,11000 SE 264th St,98030,-122.19383049,47.3663107,10,KENT,8830400015,883040,0015,School-Alternative,0
-122.224715453223,47.2980036598567,532,67,45,660,Terminal Park Elementary School,Terminal Park,1101 D St SE,98002,-122.2247188,47.29800166,10,AUBURN,1921059053,192105,9053,School-Elementary,2659
-122.152347999718,47.5016303719221,533,756,579312,662,Hazen High School,Hazen,1101 Hoquiam Ave NE,98059,-122.15235017,47.50162819,10,RENTON,1023059072,102305,9072,School-High,0
-122.3187546237,47.3342906690508,534,97,2364,661,Sacajawea Middle School,Sacajawea,1101 S Dash Point Rd,98003,-122.31875777,47.33428885,10,FEDERAL WAY,0521049024,052104,9024,School-Junior High/Middle,3626
-122.19354031051,47.3952927310503,535,390,632908,660,Park Orchard Elementary School,Park Orchard,11010 SE 232nd St,98031,-122.1935431,47.39529065,10,KENT,1722059155,172205,9155,School-Elementary,3491
-122.292750637168,47.7098606733395,536,2130,12280,661,Jane Addams Middle School,Jane Addams,11051 34th Ave NE,98125,-122.29275193,47.70985882,10,SEATTLE,0752000170,075200,0170,School-Junior High/Middle,0
