,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,closest school,schools within mile,closest restaurant,restaurants within mile,closest grocery,groceries within mile
23,-498534392,2014-05-16,252700.0,2,1.5,1070,9643,1.0,,0.0,3.0,7,1070,0.0,1985,,98030.0,47.3533,-122.166,1220,8386,0.8009678945511696,4,0.35557230950928237,6,2.309878863496479,0
24,-480267096,2014-11-20,329000.0,3,2.25,2450,6500,2.0,0.0,0.0,4.0,8,2450,0.0,1985,0.0,98030.0,47.3739,-122.17200000000001,2200,6865,0.31179583179930803,3,1.0109163143856152,0,1.559229800918558,0
25,1202000200,2014-11-03,233000.0,3,2.0,1710,4697,1.5,0.0,0.0,5.0,6,1710,0.0,1941,0.0,98002.0,47.3048,-122.21799999999999,1030,4705,0.3367307956778617,10,0.25187495665198173,28,0.3524967373305903,4
26,1794500383,2014-06-26,937000.0,3,1.75,2450,2691,2.0,0.0,0.0,3.0,8,1750,700.0,1915,,98119.0,47.6386,-122.36,1760,3573,0.13712726993090002,9,0.1708012729509202,24,0.19623889361561078,2
27,-991266920,2014-12-01,667000.0,3,1.0,1400,1581,1.5,0.0,0.0,5.0,8,1400,0.0,1909,0.0,98112.0,47.6221,-122.314,1860,3861,0.29413222251538135,16,0.06769196776571439,86,0.4875546498217471,4
28,806435192,2014-06-24,438000.0,3,1.75,1520,6380,1.0,0.0,0.0,3.0,7,790,730.0,1948,,98115.0,47.695,-122.304,1520,6235,0.3143553977476644,7,0.6404367733298026,10,1.54129953745535,0
29,1873100390,2015-03-02,719000.0,4,2.5,2570,7173,2.0,0.0,0.0,3.0,8,2570,0.0,2005,0.0,98052.0,47.7073,-122.11,2630,6026,0.7572831743886184,3,0.2517759807345341,4,1.6377128131048904,0
30,-27184272,2014-11-10,580500.0,3,2.5,2320,3980,2.0,0.0,0.0,3.0,8,2320,0.0,2003,0.0,98027.0,47.5391,-122.07,2580,3980,1.4096195161630827,0,1.1071789364041034,0,1.2799270943504053,0
31,-1868927982,2014-12-01,280000.0,2,1.5,1190,1265,3.0,0.0,0.0,3.0,7,1190,0.0,2005,0.0,98133.0,47.7274,-122.35700000000001,1390,1756,0.241275199895156,3,0.309834642866328,23,0.589495555167085,5
32,461000390,2014-06-24,687500.0,4,1.75,2330,5000,1.5,0.0,0.0,4.0,7,1510,820.0,1929,0.0,98117.0,47.6823,-122.368,1460,5000,0.3017041415095154,7,0.2689942643496459,37,0.5697508677179997,4
33,-1000734399,2014-11-10,535000.0,3,1.0,1090,3000,1.5,0.0,0.0,4.0,8,1090,0.0,1929,0.0,98117.0,47.6889,-122.375,1570,5080,0.3831568126643154,7,0.14989750266847815,13,0.28107991484666167,2
34,-634854322,2014-12-03,322500.0,4,2.75,2060,6659,1.0,0.0,0.0,3.0,7,1280,780.0,1981,0.0,98058.0,47.4276,-122.15700000000001,2020,8720,0.3009761331463903,3,1.389179178640352,0,1.389179178640352,0
35,957270588,2014-06-13,696000.0,3,2.5,2300,3060,1.5,0.0,0.0,3.0,8,1510,790.0,1930,2002.0,98115.0,47.6827,-122.31,1590,3264,0.42287429856239994,9,0.352594807389761,24,0.6368809440959975,1
36,845365438,2014-05-28,550000.0,4,1.0,1660,34848,1.0,0.0,0.0,1.0,5,930,730.0,1933,0.0,98052.0,47.6621,-122.132,2160,11467,0.35825177097517324,2,0.49689080214005926,15,1.1845154668052769,0
37,-1526966896,2014-12-30,640000.0,4,2.0,2360,6000,2.0,0.0,0.0,4.0,8,2360,0.0,1904,0.0,98107.0,47.6702,-122.36200000000001,1730,4700,0.013744182216490115,6,0.12260233614325504,38,0.6922653822687653,2
38,-694434522,2015-02-13,240000.0,4,1.0,1220,8075,1.0,0.0,0.0,2.0,7,890,330.0,1969,0.0,98001.0,47.3341,-122.28200000000001,1290,7800,0.16069711826285643,4,1.249792447516434,0,1.8648116439988829,0
39,2078500320,2014-06-20,605000.0,4,2.5,2620,7553,2.0,0.0,0.0,3.0,8,2620,0.0,1996,0.0,98056.0,47.5301,-122.18,2620,11884,0.5990987182676829,2,0.8255337483137306,2,1.5273728843829237,0
40,1252732974,2014-07-15,625000.0,4,2.5,2570,5520,2.0,,0.0,3.0,9,2570,0.0,2000,,98074.0,47.6145,-122.027,2470,5669,0.22881882355237243,6,0.3746850409429234,8,0.3830785435872751,1
41,-823734579,2014-08-11,775000.0,4,2.25,4220,24186,1.0,0.0,0.0,3.0,8,2600,1620.0,1984,0.0,98166.0,47.445,-122.34700000000001,2410,30617,0.9273435232176693,1,0.6754299071743134,3,1.4074698632381233,0
42,-1386714192,2014-07-07,861990.0,5,2.75,3595,5639,2.0,0.0,0.0,3.0,9,3595,?,2014,0.0,98053.0,47.6848,-122.016,3625,5639,0.2876320118463333,1,0.7501447788905494,2,4.340472506857702,0
43,680265568,2014-10-28,685000.0,3,1.0,1570,2280,2.0,0.0,0.0,3.0,7,1570,0.0,1922,0.0,98119.0,47.6413,-122.36399999999999,1580,2640,0.10586121339309637,9,0.06791650633656676,25,0.4902496959801035,1
44,1432701230,2014-07-29,309000.0,3,1.0,1280,9656,1.0,0.0,0.0,4.0,6,920,360.0,1959,0.0,98058.0,47.4485,-122.175,1340,8808,0.4209286270254689,3,0.46172674396446794,7,0.46172674396446794,1
45,-554584272,2014-07-18,488000.0,3,2.5,3160,13603,2.0,0.0,0.0,3.0,8,3160,0.0,2003,,98019.0,47.7443,-121.977,3050,9232,0.35287110735967864,1,0.33857366868181565,10,0.5180184225662816,1
46,355266238,2015-03-25,210490.0,3,1.0,990,8528,1.0,0.0,0.0,3.0,6,990,0.0,1966,0.0,98023.0,47.3066,-122.37100000000001,1228,8840,0.30326136428466516,3,0.5605116924529717,6,3.3785752081228484,0
47,-116666986,2014-07-16,785000.0,4,2.5,2290,13416,2.0,0.0,0.0,4.0,9,2290,0.0,1981,0.0,98007.0,47.6194,-122.15100000000001,2680,13685,0.11242161746962014,5,0.28464224584174364,30,0.18033468330366836,5
48,625465513,2015-04-28,450000.0,3,1.75,1250,5963,1.0,0.0,0.0,4.0,7,1250,0.0,1953,0.0,98115.0,47.6796,-122.301,970,5100,0.18608767517014665,8,0.3167664960733186,20,0.9364400200315112,1
49,822039084,2015-03-11,1350000.0,3,2.5,2753,65005,1.0,1.0,2.0,5.0,9,2165,588.0,1953,0.0,98070.0,47.4041,-122.45100000000001,2680,72513,1.3100660343930253,0,1.265107859535859,0,7.093353315178683,0
50,950632809,2014-09-16,228000.0,3,1.0,1190,9199,1.0,0.0,0.0,3.0,7,1190,0.0,1955,0.0,98148.0,47.4258,-122.322,1190,9364,0.2973216897532427,3,0.8305134792666296,1,1.244832109696501,0
51,-1358634467,2015-02-17,345000.0,5,2.5,3150,9134,1.0,0.0,0.0,4.0,8,1640,1510.0,1966,0.0,98056.0,47.4934,-122.189,1990,9133,0.4054472484612755,4,0.6266015232742649,8,0.8379736220994138,3
52,-1071428602,2014-12-31,600000.0,3,1.75,1410,4080,1.0,0.0,0.0,4.0,7,1000,410.0,1950,,98117.0,47.6808,-122.384,1410,4080,0.3351815668950328,7,0.4286314331089278,42,0.775187481560295,3
53,-668928025,2015-02-05,585000.0,2,1.75,1980,8550,1.0,0.0,0.0,3.0,7,990,990.0,1981,0.0,98117.0,47.6989,-122.369,1480,6738,0.5103149299655422,3,0.23969286496030973,17,0.5716636031044202,4
54,-77566101,2015-03-03,920000.0,5,2.25,2730,6000,1.5,0.0,0.0,3.0,8,2130,600.0,1927,0.0,98105.0,47.6571,-122.281,2730,6000,0.3952376223266053,2,0.5215019788712637,8,0.5662070177636296,1
55,1232765703,2014-05-12,885000.0,4,2.5,2830,5000,2.0,,0.0,3.0,9,2830,0.0,1995,0.0,98105.0,47.6597,-122.29,1950,5000,0.710967321524553,5,0.03646191852194585,23,0.03646191852194585,2
56,888566048,2014-08-19,292500.0,4,2.5,2250,4495,2.0,0.0,0.0,3.0,7,2250,0.0,2008,,98042.0,47.3663,-122.11399999999999,2250,4500,0.3971535228099774,5,0.5902636318539408,10,0.9109557662844893,1
57,-1495166586,2015-04-07,301000.0,3,2.5,2420,4750,2.0,0.0,0.0,3.0,8,2420,0.0,2003,0.0,98042.0,47.3663,-122.12200000000001,2690,4750,0.2994222661852598,3,0.6074841958168993,10,0.7854744464563655,1
58,-667134192,2014-08-27,951000.0,5,3.25,3250,14342,2.0,0.0,4.0,4.0,8,3250,0.0,1968,,98008.0,47.588,-122.116,2960,11044,0.23140507286796333,2,1.2424566198945943,0,1.9839287080529417,0
59,-510894272,2015-02-23,430000.0,4,3.0,1850,9976,2.0,0.0,0.0,3.0,8,1850,0.0,1991,0.0,98059.0,47.5059,-122.149,2270,8542,0.35152621661083255,2,0.8285349921840683,3,0.9139251538186836,1
60,1516000055,2014-12-10,650000.0,3,2.25,2150,21235,1.0,,3.0,4.0,8,1590,560.0,1959,0.0,98166.0,47.4336,-122.339,2570,18900,0.6008493033369355,4,0.596644022017353,4,1.9317739806539573,0
61,968265453,2014-08-28,289000.0,3,1.75,1260,8400,1.0,0.0,0.0,3.0,7,1260,0.0,1954,0.0,98148.0,47.4366,-122.335,1290,8750,0.39743096564440294,7,0.3629769209031338,4,1.701151846912262,0
62,777442774,2014-10-21,505000.0,3,1.75,2519,8690,2.0,,0.0,5.0,8,2519,0.0,1973,0.0,98166.0,47.4428,-122.344,2500,9500,0.9939768860946864,1,0.47271739419964603,3,1.4408332786418625,0
63,938168404,2014-12-07,549000.0,3,1.75,1540,1044,3.0,0.0,0.0,3.0,8,1540,0.0,2014,0.0,98115.0,47.6765,-122.32,1580,3090,0.4147529161254425,7,0.03321648875004021,36,0.20889889155686828,1
64,1189001180,2014-06-03,425000.0,3,2.25,1660,6000,1.0,0.0,0.0,3.0,7,1110,550.0,1979,0.0,98122.0,47.6113,-122.29700000000001,1440,4080,0.2999535836402649,13,0.21202231221297724,32,0.8477460661277951,1
65,-1041467136,2014-11-20,317625.0,3,2.75,2770,3809,1.5,0.0,0.0,5.0,7,1770,1000.0,1925,0.0,98144.0,47.5747,-122.304,1440,4000,0.07201234529124338,6,0.1709652985792216,20,0.4244434791841079,7
66,-900867266,2014-09-09,975000.0,4,2.5,2720,11049,2.0,,0.0,3.0,10,2720,0.0,1989,0.0,98004.0,47.5815,-122.19200000000001,2750,11049,0.6680468519663315,2,1.3166975843670852,0,1.338336731792245,0
67,-577967136,2014-10-09,287000.0,4,2.5,2240,4648,2.0,0.0,0.0,3.0,7,2240,0.0,2005,0.0,98001.0,47.3378,-122.257,2221,4557,0.36961060172572746,1,0.2058466432869604,1,2.2897115590889148,0
68,1274500060,2014-08-25,204000.0,3,1.0,1000,12070,1.0,0.0,0.0,4.0,7,1000,0.0,1968,,98042.0,47.3621,-122.11,1010,12635,0.5138457187716589,4,0.26401920195965384,10,0.848453445583873,1
69,1802000060,2014-06-12,1330000.0,5,2.25,3200,20158,1.0,0.0,0.0,3.0,8,1600,1600.0,1965,0.0,98004.0,47.6303,-122.215,3390,20158,0.19579824509389326,4,0.35548248651260517,9,0.9747714427057316,1
70,1525059190,2014-09-12,1040000.0,5,3.25,4770,50094,1.0,0.0,0.0,4.0,11,3070,1700.0,1973,0.0,98005.0,47.6525,-122.16,3530,38917,1.0074957119877395,0,0.7816793420084833,7,0.947458201776849,2
71,1049000060,2015-01-05,325000.0,3,2.0,1260,5612,1.0,0.0,0.0,4.0,7,1260,0.0,1972,0.0,98034.0,47.7362,-122.179,1640,4745,0.431856658986741,5,0.4477468671400492,3,0.3895699183927153,2
72,230966683,2014-06-10,571000.0,4,2.0,2750,7807,1.5,0.0,0.0,5.0,7,2250,500.0,1916,0.0,98125.0,47.7168,-122.287,1510,7807,0.5804989817613656,4,0.49718573571112423,8,0.5254158782534084,1
73,1121542844,2014-07-10,360000.0,4,2.5,2380,5000,2.0,0.0,0.0,3.0,8,2380,0.0,2005,,98038.0,47.3608,-122.036,2420,5000,0.4619943323787131,2,1.6906925748006107,0,2.00903264206673,0
74,-850866896,2015-03-16,349000.0,3,1.75,1790,50529,1.0,0.0,0.0,5.0,7,1090,700.0,1965,0.0,98042.0,47.3511,-122.073,1940,50529,0.6620950149083352,2,0.969649919956979,1,2.808196669057812,0
75,-1018047026,2014-11-05,832500.0,4,4.0,3430,35102,2.0,0.0,0.0,4.0,10,2390,1040.0,1986,0.0,98075.0,47.5822,-121.98700000000001,3240,35020,0.8181885286221758,1,1.473476567163242,0,2.7630699737304543,0
76,-258166126,2014-10-13,380000.0,4,1.75,1760,7300,1.0,0.0,0.0,3.0,7,880,880.0,1956,,98008.0,47.6034,-122.125,1680,7500,0.2024635831629626,5,0.10734724402756433,10,0.8047640680277959,2
77,-1903366976,2015-04-20,480000.0,3,1.0,1040,5060,1.0,0.0,0.0,3.0,7,1040,0.0,1941,,98116.0,47.5636,-122.39399999999999,890,5060,0.20992613663215,6,0.38493909300491574,24,0.5689413190318007,1
78,2005032991,2014-06-09,410000.0,3,1.0,1410,5060,1.0,0.0,0.0,4.0,7,910,500.0,1956,0.0,98133.0,47.7073,-122.34,1130,5693,0.6890422381972134,6,0.27446451206123296,19,0.7296713381995179,2
79,1531000030,2015-03-23,720000.0,4,2.5,3450,39683,2.0,0.0,0.0,3.0,10,3450,?,2002,0.0,98010.0,47.342,-122.025,3350,39750,0.6653468907131935,1,1.488025779315234,0,3.4425138326835634,0
80,809553104,2014-12-02,390000.0,3,2.5,2350,5100,2.0,0.0,0.0,3.0,8,2350,0.0,2003,0.0,98038.0,47.3512,-122.008,2350,5363,1.001344624450525,0,1.0378464391500433,0,3.381755206935904,0
81,-1152834252,2014-12-22,360000.0,4,2.5,1900,5889,2.0,0.0,0.0,3.0,7,1900,0.0,1992,0.0,98038.0,47.349,-122.031,1870,6405,0.35728600476998296,2,2.078445249997392,0,2.8729583777735064,0
82,828465648,2014-10-28,355000.0,2,1.0,2020,6720,1.0,0.0,0.0,3.0,7,1010,1010.0,1948,0.0,98118.0,47.5474,-122.291,1720,6720,0.29301635746735916,9,0.4430076989116434,14,0.987116708624624,1
83,1523059105,2015-01-28,356000.0,3,1.5,1680,8712,1.0,0.0,0.0,3.0,8,1680,0.0,1964,0.0,98059.0,47.4811,-122.149,1850,8797,0.14063365235153705,1,0.4927573547743237,4,0.7111505442845601,1
84,1133000671,2014-06-02,315000.0,3,1.0,960,6634,1.0,0.0,0.0,3.0,6,960,0.0,1952,0.0,98125.0,47.7264,-122.31,1570,7203,0.24106773634488612,5,0.20663554413167454,13,0.7782843037428306,2
85,-62064701,2014-11-14,940000.0,3,1.5,2140,3600,2.0,0.0,0.0,3.0,9,1900,240.0,1925,0.0,98119.0,47.6337,-122.365,2020,4800,0.4071389643441493,6,0.2522370333575933,21,0.48427186724561966,2
86,-1695966096,2014-11-03,305000.0,5,2.25,2660,8400,1.5,0.0,0.0,5.0,7,2660,0.0,1961,0.0,98092.0,47.2909,-122.189,1590,8165,0.46052292245403875,1,0.2987078523903069,2,1.743144146698917,0
87,-952864140,2014-06-18,461000.0,3,3.25,2770,6278,2.0,,0.0,3.0,9,1980,790.0,2006,0.0,98056.0,47.5228,-122.199,1900,7349,0.38125521312650873,1,0.32103075649758406,2,2.3084580262177026,0
88,1332700270,2014-05-19,215000.0,2,2.25,1610,2040,2.0,0.0,0.0,4.0,7,1610,0.0,1979,,98056.0,47.518,-122.194,1950,2025,0.2025129400494256,1,0.3076929725977216,1,1.9818056897805247,0
89,-425067134,2014-09-04,335000.0,2,1.75,1030,1066,2.0,0.0,0.0,3.0,7,765,265.0,2006,,98136.0,47.5394,-122.387,1030,1106,0.10354293126345405,5,0.29407225980249047,8,0.29407225980249047,1
90,-1503467026,2014-05-22,243500.0,4,2.5,1980,7403,2.0,0.0,0.0,3.0,7,1980,0.0,1988,0.0,98023.0,47.2897,-122.37200000000001,1980,7510,0.7863480525598744,1,0.7224059252272234,5,3.3685641935397337,0
91,741333135,2015-03-11,1100000.0,5,2.75,3520,6353,2.0,0.0,0.0,4.0,10,3520,0.0,2001,0.0,98199.0,47.6506,-122.391,2520,6250,0.41656708873253906,3,0.43209978304035246,12,0.5815412907081088,2
92,-126967236,2015-02-26,153000.0,3,1.0,1200,10500,1.0,0.0,0.0,3.0,7,1200,0.0,1962,0.0,98023.0,47.321999999999996,-122.351,1350,10500,0.21839306103270484,4,0.25723339400490103,3,2.031394202810737,0
93,1726534239,2014-07-25,430000.0,3,1.5,1580,5000,1.0,0.0,0.0,3.0,8,1290,290.0,1939,0.0,98117.0,47.687,-122.38600000000001,1570,4500,0.17609793449586336,7,0.11145476834518159,12,0.7023812239179872,1
94,1726534239,2014-12-23,700000.0,3,1.5,1580,5000,1.0,0.0,0.0,3.0,8,1290,290.0,1939,0.0,98117.0,47.687,-122.38600000000001,1570,4500,0.17609793449586336,7,0.11145476834518159,12,0.7023812239179872,1
95,1483300570,2014-09-08,905000.0,4,2.5,3300,10250,1.0,0.0,0.0,3.0,7,2390,910.0,1946,1991.0,98040.0,47.5873,-122.249,1950,6045,1.4856961095742178,0,0.8186561429283351,5,2.2602629716793183,0
96,-872918106,2015-03-30,247500.0,3,1.75,1960,15681,1.0,0.0,0.0,3.0,7,1960,0.0,1967,0.0,98032.0,47.3576,-122.277,1750,15616,0.38120132828938674,4,1.651428830107616,0,1.9033491328947658,0
97,1099611230,2014-09-12,199000.0,4,1.5,1160,6400,1.0,0.0,0.0,4.0,7,1160,0.0,1975,0.0,98023.0,47.3036,-122.37799999999999,1160,6400,0.2583115901116367,3,0.8077470145412888,2,3.821577896788925,0
98,722079104,2014-07-11,314000.0,3,1.75,1810,41800,1.0,0.0,0.0,5.0,7,1210,600.0,1980,0.0,98038.0,47.4109,-121.958,1650,135036,3.2581139222564985,0,3.98532022039629,0,5.254672994628058,0
99,-1251734352,2014-05-16,437500.0,3,2.5,2320,36847,2.0,0.0,2.0,3.0,9,2320,0.0,1992,0.0,98045.0,47.4838,-121.714,2550,35065,0.7050021321540711,1,1.0358913921039923,0,19.56663132007219,0
100,1952200240,2014-06-11,850830.0,3,2.5,2070,13241,1.5,0.0,0.0,5.0,9,1270,800.0,1910,0.0,98102.0,47.6415,-122.315,2200,4500,0.14619990615787973,8,0.2961231865041236,19,1.3617466482433034,0
101,905132829,2014-10-27,555000.0,3,2.0,1980,3478,1.5,0.0,0.0,4.0,7,1440,540.0,1929,0.0,98117.0,47.6775,-122.37200000000001,1610,3478,0.20308900119594953,6,0.15265755083915167,44,0.5465384871321256,3
102,-1375214517,2014-12-12,699950.0,3,2.25,2190,107593,2.0,0.0,0.0,4.0,8,2190,0.0,1983,0.0,98077.0,47.7731,-122.08,2570,47777,0.9753012153329857,1,0.9394002336871677,1,4.098899372637421,0
103,-1844967001,2014-10-07,1090000.0,3,2.5,2920,8113,2.0,0.0,0.0,3.0,8,2920,0.0,1950,2010.0,98004.0,47.5814,-122.196,2370,8113,0.5813484441817108,2,1.0894112669151004,0,1.5583955122467597,0
104,1902832749,2014-09-24,290000.0,3,1.0,1210,33919,1.0,0.0,0.0,3.0,7,1210,0.0,1954,0.0,98058.0,47.4375,-122.184,1640,14910,0.26312686507685906,3,0.2905935797196984,5,1.0887442830333847,0
105,1328310370,2015-04-02,375000.0,3,2.5,2340,10005,1.0,,0.0,4.0,8,1460,880.0,1978,,98058.0,47.4431,-122.133,2250,8162,0.6422822770215195,2,1.6745291194747143,0,1.802319667618482,0
106,546000875,2014-05-23,460000.0,3,1.0,1670,4005,1.5,0.0,0.0,4.0,7,1170,500.0,1939,0.0,98117.0,47.6878,-122.38,1240,4005,0.488952560078389,6,0.22733592305419129,12,0.42154526056418856,1
107,-764457255,2014-07-23,188500.0,2,1.75,1240,2493,1.0,0.0,0.0,4.0,8,1240,0.0,1985,0.0,98198.0,47.3813,-122.322,1270,4966,0.9229301024243513,1,0.6193328570769042,2,1.429555763814742,0
108,1853000400,2015-03-05,680000.0,4,2.5,3140,28037,2.0,0.0,0.0,4.0,10,3140,0.0,1991,0.0,98077.0,47.7304,-122.08200000000001,2990,35001,1.0006690787630637,0,1.0144056266394479,0,3.685804116565472,0
109,-1160867180,2014-08-27,470000.0,5,1.75,2030,12342,2.0,0.0,0.0,4.0,7,2030,0.0,1942,0.0,98052.0,47.6417,-122.109,2500,9433,0.5201887945949843,2,0.5033989273800522,5,1.551843508702012,0
110,955295548,2014-07-25,597750.0,4,2.5,2310,9624,2.0,0.0,0.0,3.0,8,2310,0.0,1984,,98027.0,47.5386,-122.053,1940,9636,0.4541283948277844,2,0.6395265551590095,10,0.8592213955444139,1
111,-932566785,2015-03-04,570000.0,3,1.75,1260,3328,1.0,0.0,0.0,5.0,6,700,560.0,1905,0.0,98103.0,47.6823,-122.34899999999999,1380,3536,0.4617299334033416,4,0.24362698185431386,33,0.37389234162379226,4
112,-1769656986,2014-09-16,272500.0,3,1.75,1540,12600,1.0,0.0,0.0,4.0,7,1160,?,1980,0.0,98038.0,47.3624,-122.031,1540,11656,0.3499136190139093,4,1.9448712796508298,0,2.0092764824373526,0
113,1831532764,2014-11-24,329950.0,3,1.75,2080,5969,1.0,0.0,2.0,3.0,7,1080,1000.0,1971,0.0,98108.0,47.5474,-122.295,2090,5500,0.3439711846040977,6,0.3425588435360839,13,1.0857499100269794,0
114,372025568,2014-10-28,480000.0,4,2.5,3230,16171,2.0,0.0,,3.0,9,2520,710.0,2001,0.0,98001.0,47.3183,-122.25299999999999,2640,8517,0.6361443859589485,1,0.9665060423540383,1,1.6521778928385207,0
115,-668927971,2014-11-21,740500.0,3,3.5,4380,6350,2.0,0.0,0.0,3.0,8,2780,?,1900,,98117.0,47.6981,-122.368,1830,6350,0.5528566506238751,3,0.26500553774352154,18,0.5759001451456741,4
116,-932566865,2014-06-26,518500.0,3,3.5,1590,1102,3.0,0.0,0.0,3.0,8,1590,0.0,2010,0.0,98103.0,47.6824,-122.34700000000001,1620,3166,0.37136547613781334,6,0.13028829986638785,31,0.296547133270727,4
